
registerBuiltinCommands	C:\Dev\Projects\JotFolio\source\src\features\commandPalette\builtinCommands.js:18
CommandPalette	C:\Dev\Projects\JotFolio\source\src\features\commandPalette\CommandPalette.jsx:48
CompilePreviewModal	C:\Dev\Projects\JotFolio\source\src\features\constellation\CompilePreviewModal.jsx:12
ConstellationStateOverlay	C:\Dev\Projects\JotFolio\source\src\features\constellation\ConstellationStateOverlay.jsx:104
ConstellationView	C:\Dev\Projects\JotFolio\source\src\features\constellation\ConstellationView.jsx:53
CONSTELLATION_ROLE_LABELS	C:\Dev\Projects\JotFolio\source\src\features\constellation\constellationVisuals.js:3
graphDegree	C:\Dev\Projects\JotFolio\source\src\features\constellation\constellationVisuals.js:13
getNodeRole	C:\Dev\Projects\JotFolio\source\src\features\constellation\constellationVisuals.js:17
nodeRoleLabel	C:\Dev\Projects\JotFolio\source\src\features\constellation\constellationVisuals.js:27
getNodePalette	C:\Dev\Projects\JotFolio\source\src\features\constellation\constellationVisuals.js:33
getNodeVisualState	C:\Dev\Projects\JotFolio\source\src\features\constellation\constellationVisuals.js:81
getEdgeVisualState	C:\Dev\Projects\JotFolio\source\src\features\constellation\constellationVisuals.js:109
summarizeGraph	C:\Dev\Projects\JotFolio\source\src\features\constellation\constellationVisuals.js:127
computeAffinityLayout	C:\Dev\Projects\JotFolio\source\src\features\constellation\layout.js:10
computeClusterLayout	C:\Dev\Projects\JotFolio\source\src\features\constellation\layout.js:79
computeMessyLayout	C:\Dev\Projects\JotFolio\source\src\features\constellation\layout.js:175
MemoryDetailPanel	C:\Dev\Projects\JotFolio\source\src\features\constellation\MemoryDetailPanel.jsx:22
MemoryNode	C:\Dev\Projects\JotFolio\source\src\features\constellation\MemoryNode.jsx:19
StarNode	C:\Dev\Projects\JotFolio\source\src\features\constellation\nodeRenderers.jsx:40
BoardNode	C:\Dev\Projects\JotFolio\source\src\features\constellation\nodeRenderers.jsx:144
EditorialNode	C:\Dev\Projects\JotFolio\source\src\features\constellation\nodeRenderers.jsx:253
NODE_VARIANTS	C:\Dev\Projects\JotFolio\source\src\features\constellation\nodeRenderers.jsx:350
SplitMemoryModal	C:\Dev\Projects\JotFolio\source\src\features\constellation\SplitMemoryModal.jsx:9
DetailPanel	C:\Dev\Projects\JotFolio\source\src\features\detail\DetailPanel.jsx:103
_dropdownBus	C:\Dev\Projects\JotFolio\source\src\features\dropdowns\bus.js:6
useSingleOpenDropdown	C:\Dev\Projects\JotFolio\source\src\features\dropdowns\bus.js:7
useClickOutside	C:\Dev\Projects\JotFolio\source\src\features\dropdowns\bus.js:17
FontDropdown	C:\Dev\Projects\JotFolio\source\src\features\dropdowns\FontDropdown.jsx:5
HexInput	C:\Dev\Projects\JotFolio\source\src\features\dropdowns\HexInput.jsx:3
Select	C:\Dev\Projects\JotFolio\source\src\features\dropdowns\Select.jsx:7
themePreview	C:\Dev\Projects\JotFolio\source\src\features\dropdowns\ThemeDropdown.jsx:6
ThemeSwatch	C:\Dev\Projects\JotFolio\source\src\features\dropdowns\ThemeDropdown.jsx:18
ThemeDropdown	C:\Dev\Projects\JotFolio\source\src\features\dropdowns\ThemeDropdown.jsx:28
NoteBody	C:\Dev\Projects\JotFolio\source\src\features\editor\NoteBody.jsx:81
EmptyState	C:\Dev\Projects\JotFolio\source\src\features\emptystate\EmptyState.jsx:6
NotesWorkspaceView	C:\Dev\Projects\JotFolio\source\src\features\notes\NotesWorkspaceView.jsx:208
PluginPanelSlot	C:\Dev\Projects\JotFolio\source\src\features\plugins\PluginPanelSlot.jsx:7
createPanelStore	C:\Dev\Projects\JotFolio\source\src\features\plugins\PluginPanelSlot.jsx:39
IconButton	C:\Dev\Projects\JotFolio\source\src\features\primitives\IconButton.jsx:1
Pressable	C:\Dev\Projects\JotFolio\source\src\features\primitives\Pressable.jsx:1
SR_ONLY	C:\Dev\Projects\JotFolio\source\src\features\primitives\SrOnly.jsx:1
SrOnly	C:\Dev\Projects\JotFolio\source\src\features\primitives\SrOnly.jsx:2
TagSuggestions	C:\Dev\Projects\JotFolio\source\src\features\primitives\TagSuggestions.jsx:3
Toasts	C:\Dev\Projects\JotFolio\source\src\features\primitives\Toasts.jsx:1
PropertiesPanel	C:\Dev\Projects\JotFolio\source\src\features\properties\PropertiesPanel.jsx:178
__test__	C:\Dev\Projects\JotFolio\source\src\features\properties\PropertiesPanel.jsx:211
QuickSwitcher	C:\Dev\Projects\JotFolio\source\src\features\quickSwitcher\QuickSwitcher.jsx:96
Ribbon	C:\Dev\Projects\JotFolio\source\src\features\ribbon\Ribbon.jsx:55
KeywordRulesPanel	C:\Dev\Projects\JotFolio\source\src\features\settings\KeywordRulesPanel.jsx:244
PluginsPanel	C:\Dev\Projects\JotFolio\source\src\features\settings\PluginsPanel.jsx:9
PrivacyPanel	C:\Dev\Projects\JotFolio\source\src\features\settings\PrivacyPanel.jsx:6
SettingsPanel	C:\Dev\Projects\JotFolio\source\src\features\settings\SettingsPanel.jsx:363
UpdatesPanel	C:\Dev\Projects\JotFolio\source\src\features\settings\UpdatesPanel.jsx:34
AppConfirmDialog	C:\Dev\Projects\JotFolio\source\src\features\shell\AppConfirmDialog.jsx:1
AppRouteContent	C:\Dev\Projects\JotFolio\source\src\features\shell\AppRouteContent.jsx:104
HOME_SECTION	C:\Dev\Projects\JotFolio\source\src\features\shell\appShellState.js:5
WORKSTATION_SECTIONS	C:\Dev\Projects\JotFolio\source\src\features\shell\appShellState.js:7
filterShellEntries	C:\Dev\Projects\JotFolio\source\src\features\shell\appShellState.js:9
getShellSectionTitle	C:\Dev\Projects\JotFolio\source\src\features\shell\appShellState.js:34
EntryFileDialog	C:\Dev\Projects\JotFolio\source\src\features\shell\EntryFileDialog.jsx:3
Sidebar	C:\Dev\Projects\JotFolio\source\src\features\sidebar\Sidebar.jsx:6
TagManageDialog	C:\Dev\Projects\JotFolio\source\src\features\tags\TagManageDialog.jsx:90
InsertTemplateModal	C:\Dev\Projects\JotFolio\source\src\features\templates\InsertTemplateModal.jsx:16
TemplatesPanel	C:\Dev\Projects\JotFolio\source\src\features\templates\TemplatesPanel.jsx:7
Toolbar	C:\Dev\Projects\JotFolio\source\src\features\toolbar\Toolbar.jsx:7
TrashView	C:\Dev\Projects\JotFolio\source\src\features\trash\TrashView.jsx:22
UpdateBanner	C:\Dev\Projects\JotFolio\source\src\features\updater\UpdateBanner.jsx:12
useVault	C:\Dev\Projects\JotFolio\source\src\features\vault\useVault.js:25
VaultPicker	C:\Dev\Projects\JotFolio\source\src\features\vault\VaultPicker.jsx:12
NotesRail	C:\Dev\Projects\JotFolio\source\src\features\workstation\NotesRail.jsx:171
WorkspaceTopBar	C:\Dev\Projects\JotFolio\source\src\features\workstation\WorkspaceTopBar.jsx:60
CommandCenterView	C:\Dev\Projects\JotFolio\source\src\features\workstation\WorkstationViews.jsx:657
GlobalSearchView	C:\Dev\Projects\JotFolio\source\src\features\workstation\WorkstationViews.jsx:2082
InboxView	C:\Dev\Projects\JotFolio\source\src\features\workstation\WorkstationViews.jsx:2315
ProjectsView	C:\Dev\Projects\JotFolio\source\src\features\workstation\WorkstationViews.jsx:3222
TasksView	C:\Dev\Projects\JotFolio\source\src\features\workstation\WorkstationViews.jsx:3380
CalendarView	C:\Dev\Projects\JotFolio\source\src\features\workstation\WorkstationViews.jsx:3620
SpacesView	C:\Dev\Projects\JotFolio\source\src\features\workstation\WorkstationViews.jsx:4018
TagManagerView	C:\Dev\Projects\JotFolio\source\src\features\workstation\WorkstationViews.jsx:4346
VaultStatusBar	C:\Dev\Projects\JotFolio\source\src\features\workstation\WorkstationViews.jsx:4396
WorkspaceContextRail	C:\Dev\Projects\JotFolio\source\src\features\workstation\WorkstationViews.jsx:4452
